z_by_lambda_0 V_re V_im I_re I_im Z_rel_re Z_rel_im
3.511890 -9.394128e+01 3.117674e+00 -2.493595e-01 8.275613e-03 1.000000e+00 4.722106e-18
3.519399 -9.368968e+01 7.544979e+00 -2.486916e-01 2.002753e-02 1.000000e+00 -9.418918e-18
3.526909 -9.322955e+01 1.195549e+01 -2.474703e-01 3.173488e-02 1.000000e+00 1.874532e-17
3.534418 -9.256191e+01 1.633939e+01 -2.456981e-01 4.337158e-02 1.000000e+00 -0.000000e+00
3.541927 -9.168825e+01 2.068692e+01 -2.433790e-01 5.491175e-02 1.000000e+00 3.687083e-17
3.549437 -9.061050e+01 2.498841e+01 -2.405182e-01 6.632970e-02 1.000000e+00 -0.000000e+00
3.556946 -8.933107e+01 2.923428e+01 -2.371221e-01 7.760001e-02 1.000000e+00 -0.000000e+00
3.564456 -8.785281e+01 3.341507e+01 -2.331981e-01 8.869760e-02 1.000000e+00 -0.000000e+00
3.571965 -8.617900e+01 3.752150e+01 -2.287552e-01 9.959776e-02 1.000000e+00 -6.931076e-17
3.579474 -8.431338e+01 4.154440e+01 -2.238030e-01 1.102762e-01 1.000000e+00 -0.000000e+00
3.586984 -8.226009e+01 4.547484e+01 -2.183527e-01 1.207093e-01 1.000000e+00 -6.615892e-17
3.594493 -8.002370e+01 4.930406e+01 -2.124164e-01 1.308736e-01 1.000000e+00 -6.436027e-17
3.602003 -7.760920e+01 5.302353e+01 -2.060073e-01 1.407467e-01 1.000000e+00 6.241837e-17
3.609512 -7.502196e+01 5.662499e+01 -1.991397e-01 1.503064e-01 1.000000e+00 6.033754e-17
3.617021 -7.226772e+01 6.010041e+01 -1.918288e-01 1.595316e-01 1.000000e+00 -0.000000e+00
3.624531 -6.935264e+01 6.344206e+01 -1.840909e-01 1.684018e-01 1.000000e+00 -5.577791e-17
3.632040 -6.628319e+01 6.664249e+01 -1.759433e-01 1.768971e-01 1.000000e+00 0.000000e+00
3.639549 -6.306621e+01 6.969460e+01 -1.674041e-01 1.849986e-01 1.000000e+00 -5.605293e-17
3.647059 -5.970885e+01 7.259157e+01 -1.584923e-01 1.926884e-01 1.000000e+00 5.838287e-17
3.654568 -5.621859e+01 7.532698e+01 -1.492277e-01 1.999493e-01 1.000000e+00 6.058286e-17
3.662078 -5.260320e+01 7.789471e+01 -1.396309e-01 2.067652e-01 1.000000e+00 6.264800e-17
3.669587 -4.887072e+01 8.028907e+01 -1.297234e-01 2.131208e-01 1.000000e+00 0.000000e+00
3.677096 -4.502947e+01 8.250473e+01 -1.195271e-01 2.190021e-01 1.000000e+00 0.000000e+00
3.684606 -4.108799e+01 8.453674e+01 -1.090647e-01 2.243959e-01 1.000000e+00 0.000000e+00
3.692115 -3.705506e+01 8.638059e+01 -9.835965e-02 2.292902e-01 1.000000e+00 0.000000e+00
3.699625 -3.293965e+01 8.803217e+01 -8.743562e-02 2.336742e-01 1.000000e+00 0.000000e+00
3.707134 -2.875092e+01 8.948781e+01 -7.631699e-02 2.375381e-01 1.000000e+00 -3.598596e-17
3.714643 -2.449820e+01 9.074426e+01 -6.502848e-02 2.408733e-01 1.000000e+00 3.649122e-17
3.722153 -2.019095e+01 9.179874e+01 -5.359523e-02 2.436723e-01 1.000000e+00 0.000000e+00
3.729662 -1.583876e+01 9.264889e+01 -4.204270e-02 2.459289e-01 1.000000e+00 0.000000e+00
3.737171 -1.145131e+01 9.329282e+01 -3.039658e-02 2.476382e-01 1.000000e+00 1.875804e-17
3.744681 -7.038378e+00 9.372910e+01 -1.868280e-02 2.487963e-01 1.000000e+00 -9.422881e-18
3.752190 -2.609778e+00 9.395676e+01 -6.927444e-03 2.494006e-01 1.000000e+00 -4.722884e-18
3.759700 1.824631e+00 9.397528e+01 4.843334e-03 2.494498e-01 1.000000e+00 -2.361908e-18
3.767209 6.254979e+00 9.378464e+01 1.660333e-02 2.489437e-01 1.000000e+00 9.428464e-18
3.774718 1.067140e+01 9.338525e+01 2.832637e-02 2.478835e-01 1.000000e+00 -1.877662e-17
3.782228 1.506408e+01 9.277800e+01 3.998637e-02 2.462717e-01 1.000000e+00 0.000000e+00
3.789737 1.942322e+01 9.196424e+01 5.155736e-02 2.441116e-01 1.000000e+00 0.000000e+00
3.797247 2.373913e+01 9.094579e+01 6.301359e-02 2.414082e-01 1.000000e+00 -3.657226e-17
3.804756 2.800220e+01 8.972491e+01 7.432957e-02 2.381675e-01 1.000000e+00 -3.608131e-17
3.812265 3.220295e+01 8.830432e+01 8.548011e-02 2.343966e-01 1.000000e+00 0.000000e+00
3.819775 3.633201e+01 8.668718e+01 9.644038e-02 2.301041e-01 1.000000e+00 0.000000e+00
3.827284 4.038021e+01 8.487710e+01 1.071860e-01 2.252994e-01 1.000000e+00 0.000000e+00
3.834793 4.433853e+01 8.287809e+01 1.176930e-01 2.199932e-01 1.000000e+00 0.000000e+00
3.842303 4.819816e+01 8.069461e+01 1.279381e-01 2.141973e-01 1.000000e+00 0.000000e+00
3.849812 5.195051e+01 7.833152e+01 1.378984e-01 2.079247e-01 1.000000e+00 0.000000e+00
3.857322 5.558723e+01 7.579408e+01 1.475518e-01 2.011892e-01 1.000000e+00 0.000000e+00
3.864831 5.910022e+01 7.308794e+01 1.568767e-01 1.940060e-01 1.000000e+00 -5.878208e-17
3.872340 6.248167e+01 7.021911e+01 1.658525e-01 1.863909e-01 1.000000e+00 -5.647478e-17
3.879850 6.572404e+01 6.719400e+01 1.744591e-01 1.783610e-01 1.000000e+00 0.000000e+00
3.887359 6.882013e+01 6.401932e+01 1.826774e-01 1.699341e-01 1.000000e+00 0.000000e+00
3.894869 7.176303e+01 6.070214e+01 1.904891e-01 1.611289e-01 1.000000e+00 0.000000e+00
3.902378 7.454621e+01 5.724986e+01 1.978768e-01 1.519651e-01 1.000000e+00 0.000000e+00
3.909887 7.716345e+01 5.367015e+01 2.048241e-01 1.424630e-01 1.000000e+00 6.205987e-17
3.917397 7.960895e+01 4.997097e+01 2.113155e-01 1.326439e-01 1.000000e+00 6.402670e-17
3.924906 8.187725e+01 4.616058e+01 2.173365e-01 1.225295e-01 1.000000e+00 0.000000e+00
3.932416 8.396331e+01 4.224743e+01 2.228738e-01 1.121424e-01 1.000000e+00 0.000000e+00
3.939925 8.586248e+01 3.824026e+01 2.279150e-01 1.015056e-01 1.000000e+00 0.000000e+00
3.947434 8.757054e+01 3.414796e+01 2.324489e-01 9.064299e-02 1.000000e+00 0.000000e+00
3.954944 8.908369e+01 2.997966e+01 2.364654e-01 7.957858e-02 1.000000e+00 0.000000e+00
3.962453 9.039855e+01 2.574463e+01 2.399556e-01 6.833704e-02 1.000000e+00 3.635220e-17
3.969962 9.151220e+01 2.145230e+01 2.429117e-01 5.694339e-02 1.000000e+00 0.000000e+00
3.977472 9.242216e+01 1.711222e+01 2.453271e-01 4.542300e-02 1.000000e+00 0.000000e+00
3.984981 9.312640e+01 1.273405e+01 2.471965e-01 3.380151e-02 1.000000e+00 0.000000e+00
3.992491 9.362337e+01 8.327540e+00 2.485156e-01 2.210478e-02 1.000000e+00 0.000000e+00
4.000000 9.391195e+01 3.902492e+00 2.492816e-01 1.035885e-02 1.000000e+00 0.000000e+00
